Fecha,Hora_Entrada,Hora_Salida,ID_Caja,ID_Producto,Temperatura_Actual,Ubicacion,ID_Robot,ID_Celda,ID_Pedido,Numero_Serie,Responsable,horas_almacenado,Num_Fila_Repetida
26/06/2023,12,16,caja003,70,3,o06,robot 1,2,399,350,2,4,3
26/06/2023,7,15,caja002,62,12,f24,n/a,1,390,49,1,8,4
26/06/2023,11,19,caja003,32,12,q39,robot 3,1,474,375,7,8,3
26/06/2023,11,23,caja004,31,3,j32,n/a,n/a,144,141,10,12,4
26/06/2023,4,19,caja004,80,3,g31,robot 3,n/a,444,177,2,15,3
26/6/2023,11,18,caja004,83,3,l06,robot 3,1,457,486,4,7,3
26/06/2023,4,23,caja004,58,12,h26,robot 2,n/a,303,228,5,19,5
26/06/2023,7,15,caja001,91,12,g06,robot 2,n/a,298,127,7,8,6
26/6/2023,7,21,caja004,15,3,h07,robot 3,2,90,497,3,14,1
26/06/2023,5,23,caja001,73,12,o30,robot 3,n/a,180,45,10,18,4
26/6/2023,7,21,caja001,68,12,q28,robot 3,1,112,476,5,14,9
26/6/2023,11,15,caja002,76,12,l09,robot 3,n/a,335,198,6,4,3
26/06/2023,9,23,caja004,88,3,a35,robot 4,1,468,343,5,14,4
26/06/2023,11,20,na,93,3,b21,n/a,0,476,460,7,9,8
26/06/2023,8,18,caja002,6,12,k20,robot 3,2,384,478,2,10,5
26/6/2023,6,20,na,36,3,c22,robot 3,2,231,415,9,14,4
26/06/2023,10,16,caja003,19,3,o24,n/a,n/a,82,333,4,6,4
26/06/2023,7,18,caja002,100,3,o04,robot 4,2,454,471,4,11,8
26/06/2023,5,17,caja001,23,12,d36,robot 1,2,391,146,7,12,9
26/06/2023,12,14,caja001,93,3,k20,robot 3,n/a,109,7,9,2,6
26/06/2023,6,22,caja004,69,3,m37,robot 1,2,288,222,9,16,4
26/6/2023,8,19,na,44,3,f35,robot 3,1,398,383,4,11,4
26/6/2023,12,19,caja001,18,3,a39,n/a,0,428,292,1,7,4
26/06/2023,4,19,caja003,88,12,a31,robot 1,1,403,359,7,15,3
26/06/2023,10,18,caja004,78,3,p22,n/a,0,478,294,10,8,8
26/06/2023,6,22,na,100,3,k40,n/a,2,486,75,8,16,4
26/6/2023,11,19,caja001,68,3,b26,robot 4,1,34,319,3,8,8
26/06/2023,6,20,caja003,17,3,j05,robot 2,2,402,203,9,14,3
26/06/2023,12,17,caja002,97,3,l20,robot 4,1,172,94,8,5,1
26/06/2023,12,14,caja002,71,12,f28,robot 3,0,383,495,5,2,4
26/06/2023,13,15,caja002,88,3,b24,robot 4,n/a,335,342,6,2,0
26/06/2023,10,20,caja004,50,3,q12,robot 1,2,30,223,7,10,6
26/6/2023,13,15,caja004,65,12,o03,robot 4,0,82,300,5,2,12
26/6/2023,6,20,caja004,65,3,a36,n/a,0,283,71,9,14,4
26/6/2023,13,23,caja002,36,3,o36,robot 1,0,314,456,5,10,6
26/06/2023,5,16,caja002,57,3,d17,robot 4,2,248,443,5,11,5
26/6/2023,4,15,caja001,3,3,m12,robot 3,n/a,304,193,2,11,3
26/06/2023,10,21,caja004,31,12,i34,n/a,0,98,417,6,11,5
26/06/2023,5,23,caja004,37,3,q31,robot 4,2,87,245,4,18,2
26/6/2023,12,20,caja003,74,3,e35,robot 4,0,163,286,9,8,7
26/06/2023,13,18,caja003,28,12,n30,robot 1,n/a,298,405,2,5,4
26/06/2023,12,17,caja001,55,12,q12,n/a,n/a,76,289,5,5,7
26/6/2023,13,16,caja004,82,12,k30,robot 3,2,304,19,9,3,3
26/06/2023,8,23,caja003,93,12,g14,robot 4,n/a,81,155,6,15,7
26/06/2023,4,14,na,58,12,g30,robot 2,1,473,249,2,10,4
26/06/2023,11,14,caja004,2,3,j22,robot 3,2,156,392,3,3,6
26/06/2023,11,23,caja004,7,12,e38,robot 1,1,284,465,2,12,6
26/06/2023,10,23,caja002,82,12,q29,robot 1,0,24,250,9,13,3
26/6/2023,11,15,na,80,12,a15,robot 3,2,488,267,9,4,3
26/06/2023,13,18,caja003,72,3,p12,n/a,n/a,258,315,5,5,4
26/06/2023,10,22,caja004,75,12,f14,robot 1,n/a,15,381,10,12,4
26/06/2023,10,21,na,53,12,f02,robot 2,1,4,399,2,11,5
26/06/2023,13,23,caja001,14,12,q18,robot 4,n/a,340,325,1,10,3
26/06/2023,13,18,caja003,87,12,m11,robot 2,2,17,29,7,5,7
26/6/2023,6,21,caja004,99,3,b30,robot 1,1,445,7,3,15,7
26/06/2023,5,17,caja004,88,12,o23,robot 3,2,245,417,4,12,2
26/06/2023,5,14,caja004,97,12,f24,n/a,0,317,139,7,9,5
26/06/2023,12,21,caja004,71,12,c30,n/a,n/a,375,349,1,9,4
26/06/2023,4,23,caja002,15,12,i16,robot 3,2,345,196,7,19,5
26/06/2023,11,15,caja001,21,12,o35,robot 4,n/a,153,417,3,4,8
26/6/2023,7,21,caja003,8,3,j33,robot 2,2,176,487,7,14,3
26/06/2023,4,23,na,80,3,o22,robot 4,1,440,108,4,19,4
26/6/2023,11,21,caja002,70,3,o12,robot 1,1,177,189,7,10,1
26/06/2023,12,15,caja004,92,3,a25,robot 1,0,394,56,3,3,8
26/06/2023,12,16,caja003,54,3,q09,robot 4,1,405,122,4,4,5
26/06/2023,13,18,caja001,74,3,k05,robot 2,2,146,462,8,5,1
26/06/2023,7,15,caja002,30,12,m25,robot 3,1,111,119,5,8,5
26/6/2023,12,19,caja001,19,12,p15,n/a,1,450,55,1,7,3
26/06/2023,5,21,caja003,61,3,g03,robot 3,0,374,181,9,16,5
26/06/2023,10,15,na,23,12,i19,robot 2,2,125,201,10,5,9
26/06/2023,6,23,caja002,81,3,l05,robot 2,1,256,298,3,17,6
26/06/2023,11,17,caja002,80,3,p30,robot 4,2,40,160,9,6,5
26/06/2023,11,22,na,33,12,f20,robot 3,0,327,98,1,11,3
26/6/2023,7,22,caja001,85,12,k30,n/a,n/a,384,496,5,15,4
26/06/2023,4,14,caja002,28,3,h36,robot 1,0,422,116,4,10,3
26/6/2023,4,15,caja004,61,12,p06,robot 3,1,370,290,6,11,3
26/06/2023,12,18,caja003,13,3,m04,n/a,0,158,2,4,6,5
26/06/2023,4,19,caja002,85,12,b32,robot 1,0,333,317,1,15,4
26/06/2023,7,23,caja002,56,12,m14,robot 4,0,337,15,2,16,6
26/06/2023,10,15,na,24,3,q27,robot 2,n/a,435,330,9,5,2
26/06/2023,4,22,caja001,30,12,f10,robot 4,n/a,459,274,9,18,4
26/06/2023,7,18,caja004,33,12,o31,robot 4,1,313,90,9,11,7
26/06/2023,11,21,caja002,53,12,m24,robot 4,0,17,302,9,10,6
26/06/2023,5,19,caja004,90,12,l04,robot 4,2,127,29,8,14,2
26/06/2023,7,23,caja001,92,3,o28,n/a,0,92,46,1,16,4
26/06/2023,8,17,caja002,60,3,b30,robot 1,n/a,392,90,6,9,8
26/06/2023,4,20,caja002,44,3,q26,n/a,n/a,317,414,8,16,3
26/6/2023,7,17,caja001,22,3,c22,robot 2,0,247,244,10,10,5
26/06/2023,13,16,caja001,89,3,a03,robot 4,1,165,390,5,3,2
26/6/2023,9,21,caja004,14,3,f34,robot 4,0,291,130,8,12,1
26/6/2023,12,17,caja001,19,3,n09,robot 2,2,64,228,3,5,5
26/6/2023,10,15,caja003,3,12,l12,robot 3,0,6,35,8,5,2
26/06/2023,6,18,caja003,24,3,c19,robot 1,0,63,410,1,12,9
26/06/2023,8,17,caja004,48,3,m08,robot 4,0,202,437,3,9,7
26/06/2023,12,16,na,58,3,h31,robot 3,2,53,192,10,4,3
26/6/2023,11,17,na,7,3,d28,robot 2,0,362,421,10,6,5
26/6/2023,7,19,na,81,12,c25,robot 3,n/a,373,449,5,12,3
26/06/2023,11,17,caja003,11,3,d09,robot 4,1,288,319,1,6,4
26/6/2023,5,22,caja001,36,3,d20,robot 3,0,243,12,4,17,5
26/6/2023,4,16,caja002,43,3,h11,robot 1,n/a,177,59,2,12,5
26/06/2023,4,19,caja004,48,12,h10,robot 4,0,37,7,5,15,1
26/06/2023,12,20,caja003,68,12,k39,robot 3,0,275,259,4,8,4
26/06/2023,7,15,caja004,41,12,k08,n/a,2,173,199,7,8,3
26/06/2023,7,23,caja002,28,12,c28,robot 2,1,398,220,8,16,4
26/06/2023,10,15,caja003,8,12,h17,robot 2,1,36,485,2,5,7
26/06/2023,13,21,caja002,91,3,j14,robot 1,1,2,374,8,8,1
26/06/2023,6,21,caja002,9,12,b27,robot 3,n/a,251,135,4,15,4
26/06/2023,5,19,caja002,73,12,c08,robot 4,n/a,218,331,10,14,6
26/6/2023,4,21,na,49,12,b20,robot 3,1,113,468,9,17,11
26/06/2023,10,23,na,93,3,i04,robot 3,n/a,206,308,2,13,7
26/06/2023,9,19,caja001,91,12,c21,n/a,2,52,95,5,10,3
26/06/2023,13,19,caja001,43,12,l09,robot 1,n/a,79,364,3,6,4
26/06/2023,8,15,caja002,4,12,g34,n/a,n/a,159,391,4,7,2
26/6/2023,10,23,caja004,41,12,n23,n/a,1,378,359,1,13,1
26/6/2023,7,16,caja001,40,12,q13,robot 4,n/a,244,486,2,9,4
26/6/2023,6,23,caja001,56,12,c31,robot 3,2,297,94,5,17,3
26/6/2023,5,19,caja001,69,12,c19,n/a,1,277,95,8,14,10
26/06/2023,4,14,caja002,27,12,e28,n/a,1,496,101,9,10,3
26/06/2023,5,17,caja003,48,3,o03,robot 2,2,373,392,2,12,13
26/06/2023,9,14,caja004,10,12,k19,n/a,0,392,207,7,5,4
26/6/2023,9,17,na,14,12,b40,robot 4,1,488,346,2,8,0
26/6/2023,12,15,caja002,56,12,m35,robot 1,0,438,190,9,3,5
26/06/2023,6,17,caja003,59,12,l07,robot 3,2,457,238,10,11,4
26/06/2023,11,17,caja002,77,3,k33,robot 3,2,101,500,10,6,8
26/6/2023,11,22,caja002,79,12,d11,robot 4,1,472,373,2,11,2
26/06/2023,9,15,caja004,54,12,g12,robot 3,1,315,69,2,6,11
26/6/2023,5,17,caja002,31,3,m02,robot 1,n/a,293,485,9,12,4
26/6/2023,12,15,caja001,6,3,f21,robot 4,0,75,461,2,3,4
26/06/2023,12,21,caja002,12,12,q26,n/a,2,290,483,1,9,4
26/6/2023,11,16,caja003,81,12,q06,n/a,1,32,435,4,5,2
26/06/2023,7,17,caja004,40,12,e08,robot 3,2,373,230,10,10,4
26/6/2023,6,21,na,1,3,j34,robot 3,2,460,43,4,15,4
26/06/2023,9,17,caja003,99,3,o03,robot 4,1,356,322,1,8,14
26/06/2023,4,21,caja003,12,12,c01,robot 3,1,235,359,10,17,2
26/06/2023,5,20,caja003,39,3,c40,robot 4,1,374,493,2,15,7
26/06/2023,13,18,caja002,52,12,q36,robot 4,2,160,493,1,5,3
26/6/2023,5,23,caja001,60,12,m32,robot 1,n/a,22,426,1,18,3
26/06/2023,9,16,caja001,59,12,o11,robot 1,2,441,411,3,7,1
26/06/2023,10,20,caja003,59,3,a40,robot 4,1,492,433,6,10,3
26/6/2023,7,17,caja001,93,3,a40,robot 4,0,366,467,1,10,4
26/06/2023,9,20,caja001,99,12,k10,n/a,n/a,415,485,1,11,7
26/06/2023,9,22,caja003,56,3,e26,robot 4,2,445,95,1,13,5
26/06/2023,6,23,caja004,41,12,o25,robot 4,1,410,168,4,17,5
26/6/2023,7,20,caja003,84,3,e33,robot 3,0,234,388,5,13,5
26/06/2023,12,15,caja002,13,12,o26,n/a,0,242,332,6,3,4
26/06/2023,6,23,caja004,38,3,l12,n/a,n/a,155,192,3,17,3
26/6/2023,5,23,na,78,3,p17,n/a,2,491,110,4,18,5
26/06/2023,5,17,caja001,87,12,l23,robot 2,0,308,313,3,12,7
26/06/2023,5,17,caja002,99,12,g17,robot 2,0,172,153,9,12,3
26/06/2023,8,16,caja003,76,12,e03,robot 1,2,220,26,3,8,4
26/06/2023,7,19,caja002,14,3,c36,robot 4,1,195,496,4,12,3
26/6/2023,10,22,na,26,3,g28,n/a,1,55,51,8,12,7
26/06/2023,5,15,na,54,12,h14,robot 4,n/a,297,255,10,10,3
26/06/2023,9,16,caja002,88,3,a14,robot 3,2,172,270,6,7,5
26/06/2023,5,15,caja002,98,12,a36,robot 2,1,70,233,10,10,5
26/06/2023,8,16,caja002,44,3,g17,robot 4,n/a,431,87,7,8,4
26/06/2023,5,20,caja003,10,3,f13,robot 2,1,265,212,6,15,6
26/06/2023,6,16,caja001,32,12,p24,n/a,n/a,337,188,7,10,4
26/06/2023,6,21,caja002,86,3,l37,robot 3,1,155,99,2,15,7
26/6/2023,11,21,na,29,12,f35,robot 1,n/a,174,129,5,10,5
26/6/2023,6,18,caja001,54,12,n19,robot 2,0,239,90,10,12,3
26/06/2023,5,21,caja001,75,3,c37,robot 3,1,272,419,4,16,5
26/6/2023,11,15,caja002,61,12,e19,robot 4,1,389,399,3,4,5
26/06/2023,9,15,caja003,37,12,p26,n/a,n/a,264,94,1,6,4
26/06/2023,11,14,caja001,30,3,n16,robot 1,n/a,115,346,2,3,3
26/06/2023,11,16,caja002,37,12,i03,robot 4,0,149,421,4,5,3
26/06/2023,7,14,caja002,39,3,g32,robot 2,2,284,384,6,7,5
26/06/2023,12,16,caja001,39,12,j07,robot 1,n/a,469,430,5,4,4
26/06/2023,8,23,na,86,3,b16,robot 2,1,331,328,1,15,5
26/06/2023,4,15,caja002,51,12,e08,n/a,0,15,72,10,11,5
26/06/2023,8,23,na,97,12,m31,robot 1,2,86,424,4,15,7
26/6/2023,9,22,caja003,36,3,g40,robot 3,1,380,223,10,13,3
26/06/2023,5,16,na,66,3,c29,robot 1,0,111,33,7,11,2
26/06/2023,12,14,caja004,61,3,p05,robot 4,1,380,357,3,2,6
26/06/2023,7,20,caja004,95,12,q02,n/a,1,356,377,3,13,7
26/06/2023,12,15,caja004,19,3,k34,n/a,n/a,342,221,1,3,7
26/06/2023,12,15,caja004,49,3,j31,n/a,n/a,436,322,9,3,4
26/06/2023,4,16,caja001,40,12,a17,n/a,1,20,335,6,12,0
26/06/2023,13,16,caja001,78,3,h38,robot 1,0,114,488,1,3,4
26/6/2023,11,23,caja001,64,12,j09,robot 4,n/a,141,251,10,12,5
26/6/2023,4,22,na,40,12,i34,n/a,0,187,229,6,18,6
26/06/2023,12,17,caja001,33,3,m20,robot 3,1,6,130,2,5,8
26/6/2023,4,21,caja003,73,3,b05,robot 1,1,152,43,1,17,7
26/06/2023,7,23,caja003,76,12,f18,robot 3,n/a,238,427,2,16,3
26/6/2023,10,22,caja004,35,12,a11,robot 1,n/a,139,301,10,12,7
26/06/2023,4,16,na,11,12,b22,robot 2,n/a,169,144,2,12,2
26/06/2023,8,15,caja002,94,3,p40,robot 4,n/a,476,402,4,7,4
26/06/2023,8,23,caja002,96,12,a02,robot 1,2,283,499,2,15,6
26/06/2023,12,22,caja001,42,12,e03,robot 1,2,103,314,4,10,5
26/06/2023,12,23,caja003,4,12,k27,n/a,1,206,64,7,11,3
26/06/2023,4,17,caja003,71,3,o37,robot 3,0,92,263,4,13,3
26/06/2023,5,22,na,89,12,p04,robot 3,2,10,176,7,17,2
26/06/2023,7,20,caja001,44,12,i05,robot 1,1,3,411,2,13,5
26/6/2023,7,18,caja001,55,12,e25,robot 2,1,49,203,4,11,3
26/06/2023,13,15,caja003,21,3,p25,robot 2,1,329,452,6,2,3
26/06/2023,4,21,caja003,2,12,e18,robot 2,1,155,275,3,17,5
26/6/2023,8,19,caja001,72,3,d15,n/a,1,360,82,10,11,8
26/06/2023,10,21,caja002,52,3,e07,robot 3,2,452,12,9,11,7
26/6/2023,9,23,caja002,29,3,m20,robot 4,0,137,147,7,14,9
26/06/2023,4,14,caja001,75,12,e14,n/a,0,201,292,4,10,1
26/6/2023,6,15,caja001,46,12,m01,n/a,2,29,126,9,9,3
26/6/2023,8,22,caja004,37,12,g39,n/a,n/a,372,68,8,14,2
26/06/2023,13,19,caja002,29,12,d04,robot 2,1,332,340,1,6,4
26/06/2023,4,20,caja003,91,3,l23,n/a,1,145,484,5,16,8
26/06/2023,4,20,caja001,42,3,b07,robot 3,1,118,253,6,16,5
26/06/2023,12,21,caja001,2,3,p25,robot 2,n/a,365,139,9,9,4
26/06/2023,9,21,caja002,47,3,m14,robot 1,0,383,26,6,12,7
26/6/2023,4,23,caja002,61,12,l07,robot 1,0,297,382,10,19,5
26/6/2023,12,21,caja004,65,3,d12,n/a,1,452,60,7,9,9
26/6/2023,13,14,caja004,90,12,i40,n/a,0,239,86,7,1,1
26/06/2023,10,18,na,3,3,a20,robot 3,2,473,493,8,8,2
26/6/2023,6,20,caja004,2,12,j24,robot 4,0,253,481,4,14,2
26/6/2023,4,23,caja004,67,12,q37,robot 2,0,350,222,7,19,3
26/06/2023,9,14,caja001,26,12,q18,robot 4,2,48,247,9,5,4
26/06/2023,12,19,caja004,15,12,o11,robot 2,2,384,133,6,7,2
26/06/2023,7,19,caja003,95,12,o25,robot 2,1,207,261,1,12,6
26/6/2023,10,23,caja004,27,3,c27,robot 1,2,479,91,7,13,7
26/06/2023,10,19,na,48,3,b38,robot 3,1,408,205,5,9,3
26/06/2023,8,14,caja002,73,3,m16,robot 4,0,338,213,6,6,9
26/06/2023,8,23,caja002,83,3,n06,n/a,n/a,123,322,1,15,4
26/06/2023,13,22,caja003,50,3,n10,robot 4,n/a,252,74,7,9,4
26/06/2023,13,14,caja004,46,12,o04,robot 4,0,171,498,3,1,9
26/6/2023,7,15,caja004,42,12,n33,n/a,n/a,97,159,5,8,3
26/06/2023,12,15,caja002,46,12,j19,robot 3,0,225,332,6,3,7
26/6/2023,6,19,caja001,68,12,c35,robot 2,2,11,328,9,13,4
26/6/2023,6,18,caja002,82,3,c32,robot 4,2,124,256,3,12,6
26/6/2023,11,20,caja004,41,12,d08,robot 3,0,201,467,7,9,5
26/06/2023,9,22,caja002,11,3,e12,robot 4,2,150,83,10,13,5
26/06/2023,13,19,na,88,12,j19,robot 4,1,332,424,2,6,8
26/6/2023,6,16,caja001,27,3,k39,robot 2,2,20,158,1,10,5
26/06/2023,6,17,caja004,21,12,l14,robot 3,1,13,443,2,11,7
26/06/2023,11,17,caja001,29,12,d17,robot 2,0,363,444,3,6,6
26/6/2023,4,19,caja002,86,3,h06,n/a,2,76,418,6,15,3
26/6/2023,9,16,caja004,71,3,h27,robot 2,0,7,111,9,7,8
26/06/2023,7,23,na,96,3,p21,robot 4,1,350,4,9,16,4
26/06/2023,13,16,caja004,15,12,f07,robot 1,0,411,406,7,3,5
26/06/2023,4,20,caja001,73,3,k02,robot 4,2,151,307,5,16,7
26/06/2023,7,15,caja004,69,3,p10,robot 1,n/a,152,199,2,8,8
26/06/2023,6,14,caja002,94,12,f17,robot 4,2,400,296,10,8,7
26/6/2023,6,23,caja002,57,12,e32,robot 1,n/a,45,93,2,17,4
26/6/2023,12,15,caja002,10,12,a01,robot 3,n/a,167,465,1,3,6
26/06/2023,8,22,caja001,17,3,n12,robot 3,2,142,494,8,14,7
26/06/2023,6,15,caja001,5,3,g33,robot 4,1,80,97,6,9,3
26/06/2023,7,22,caja004,57,3,d01,robot 2,n/a,90,259,5,15,4
26/06/2023,11,19,caja002,65,3,i13,robot 3,1,272,458,9,8,3
26/06/2023,10,21,caja003,41,12,h32,robot 2,2,185,351,4,11,5
26/6/2023,10,22,caja002,46,12,a13,n/a,0,122,13,2,12,6
26/06/2023,10,16,caja002,72,3,j01,robot 4,n/a,431,202,7,6,5
26/06/2023,8,14,caja003,83,12,m33,robot 1,2,497,231,3,6,6
26/6/2023,8,23,caja004,83,12,b25,robot 3,2,245,280,4,15,6
26/6/2023,5,19,caja003,50,3,m23,n/a,n/a,138,261,8,14,2
26/06/2023,11,14,caja003,53,12,j10,robot 3,0,289,36,9,3,5
26/06/2023,10,20,caja003,93,12,l14,robot 2,1,291,332,9,10,8
26/06/2023,13,14,na,80,3,c26,robot 2,1,306,136,8,1,3
26/06/2023,7,19,caja002,69,12,n27,robot 4,2,472,7,2,12,3
26/06/2023,11,19,caja004,1,12,o07,robot 2,2,338,471,2,8,4
26/6/2023,7,14,caja001,9,12,q08,robot 2,n/a,383,310,10,7,5
26/06/2023,7,23,caja002,35,12,k07,robot 3,2,166,308,7,16,4
26/06/2023,10,14,caja004,79,12,c20,robot 4,2,442,273,2,4,2
26/06/2023,5,20,caja001,7,12,f04,robot 4,2,105,313,4,15,5
26/06/2023,11,15,caja001,88,12,e05,robot 1,0,181,368,10,4,4
26/06/2023,6,16,caja001,29,12,f18,robot 1,2,59,428,6,10,4
26/06/2023,10,23,caja002,93,3,l37,robot 3,n/a,280,333,7,13,8
26/6/2023,8,17,caja004,83,3,b09,robot 3,n/a,183,138,5,9,2
26/6/2023,12,16,caja001,69,12,o23,robot 2,0,384,370,6,4,3
26/6/2023,9,21,caja001,83,3,a33,robot 3,0,237,204,8,12,3
26/06/2023,6,20,caja001,97,3,o12,n/a,n/a,255,78,8,14,2
26/06/2023,12,20,caja002,51,3,g39,robot 4,0,482,185,3,8,3
26/06/2023,6,21,caja002,99,3,n18,robot 1,n/a,398,174,7,15,2
26/06/2023,5,19,caja003,14,3,l32,robot 2,n/a,278,132,8,14,2
26/6/2023,13,23,caja002,29,3,n09,robot 3,2,351,383,8,10,6
26/06/2023,7,15,caja002,68,12,i26,robot 1,2,178,421,10,8,1
26/06/2023,4,21,caja002,17,12,k20,robot 4,n/a,158,383,2,17,7
26/06/2023,5,14,caja001,97,12,b14,robot 4,1,166,364,1,9,2
26/6/2023,13,19,caja004,74,12,o14,robot 1,n/a,45,294,4,6,5
26/6/2023,9,19,caja001,4,3,m33,robot 4,1,193,127,6,10,7
26/06/2023,5,18,caja002,87,3,o23,robot 4,n/a,364,47,9,13,4
26/6/2023,4,19,caja002,44,3,d18,robot 4,2,69,109,2,15,7
26/6/2023,7,19,caja002,8,12,o34,n/a,0,33,329,1,12,7
26/6/2023,10,21,caja003,46,12,p28,robot 3,2,272,188,8,11,2
26/6/2023,9,16,caja004,12,3,m19,robot 4,n/a,156,139,9,7,6
26/06/2023,5,17,caja003,86,3,e26,robot 2,n/a,28,117,10,12,6
26/06/2023,6,16,caja004,92,3,i10,n/a,1,33,425,3,10,5
26/6/2023,12,15,na,42,3,p15,robot 2,2,216,102,3,3,4
26/6/2023,12,23,na,78,12,e20,n/a,0,40,187,5,11,7
26/06/2023,7,17,caja003,95,12,q31,robot 3,2,397,282,3,10,3
26/06/2023,4,19,caja004,82,3,g09,robot 2,0,264,327,4,15,3
26/06/2023,5,14,caja003,27,12,k26,robot 1,1,401,130,3,9,6
26/06/2023,4,21,caja004,51,3,q06,robot 1,0,479,487,7,17,3
26/06/2023,8,22,caja002,84,3,c28,robot 1,2,266,260,3,14,5
26/06/2023,11,15,caja001,76,12,e21,robot 2,1,214,415,10,4,4
26/6/2023,13,21,caja002,20,12,b18,robot 3,1,464,102,1,8,10
26/06/2023,6,19,caja001,5,12,l08,robot 1,1,7,190,6,13,5
26/06/2023,8,17,caja004,92,3,h10,robot 2,n/a,298,338,8,9,2
26/6/2023,7,21,caja003,46,3,o39,robot 4,1,453,234,6,14,2
26/06/2023,11,23,caja004,37,3,d26,robot 4,0,281,252,8,12,1
26/06/2023,10,20,caja001,94,3,g22,robot 4,n/a,106,495,8,10,6
26/6/2023,10,14,caja001,12,12,e37,n/a,2,461,465,1,4,1
26/06/2023,8,14,caja002,90,12,e30,robot 2,0,142,308,2,6,3
26/06/2023,13,17,caja004,20,3,g16,robot 2,2,222,470,6,4,8
26/6/2023,10,18,na,85,12,j24,robot 1,1,105,79,5,8,3
26/06/2023,10,20,caja002,57,3,m21,robot 1,0,80,5,7,10,2
26/6/2023,12,16,caja002,90,3,g16,robot 4,2,286,433,1,4,9
26/06/2023,12,17,caja002,1,12,d09,robot 3,1,141,75,5,5,5
26/06/2023,11,15,caja003,100,12,f03,robot 4,n/a,162,402,10,4,8
26/06/2023,4,21,caja002,24,3,p12,robot 1,n/a,119,352,3,17,5
26/6/2023,11,21,caja002,31,3,j33,robot 3,1,236,427,3,10,4
26/06/2023,13,16,caja001,58,3,k36,n/a,0,218,104,8,3,9
26/06/2023,9,16,caja003,10,12,g16,robot 2,0,374,23,10,7,10
26/06/2023,7,23,caja001,32,12,l13,n/a,n/a,298,375,2,16,4
26/06/2023,12,15,caja002,17,3,m16,robot 1,0,386,441,8,3,10
26/06/2023,12,16,na,81,12,d09,robot 2,2,65,404,3,4,6
26/06/2023,7,20,caja001,7,3,m08,n/a,n/a,39,364,8,13,8
26/06/2023,11,19,caja001,28,3,d37,robot 2,1,27,23,3,8,4
26/6/2023,6,22,na,86,3,g24,robot 3,0,178,238,8,16,4
26/6/2023,4,17,na,29,3,g07,robot 3,1,258,140,1,13,7
26/06/2023,4,16,caja001,74,3,f05,robot 4,0,191,219,2,12,4
26/06/2023,9,23,caja002,99,12,k10,robot 2,2,397,369,8,14,8
26/06/2023,4,17,caja002,18,3,l37,robot 2,2,382,183,4,13,9
26/6/2023,8,15,caja003,79,12,d13,robot 2,1,362,298,8,7,4
26/06/2023,10,16,caja004,11,12,k17,robot 4,0,135,310,2,6,12
26/06/2023,7,14,caja003,9,12,o21,robot 4,0,466,459,9,7,2
26/06/2023,8,18,caja003,40,12,h27,robot 3,0,174,333,8,10,9
26/06/2023,5,16,caja001,30,3,l18,robot 4,1,354,448,4,11,5
26/06/2023,12,19,caja002,76,3,n02,robot 1,1,224,67,4,7,3
26/06/2023,7,20,caja002,31,12,e09,robot 4,1,157,359,8,13,7
26/6/2023,10,16,caja001,31,12,q38,robot 2,2,150,262,6,6,3
26/06/2023,6,14,caja002,52,3,d30,n/a,1,9,173,7,8,7
26/06/2023,7,22,caja002,68,12,d13,robot 2,n/a,128,410,3,15,5
26/06/2023,4,15,caja002,57,12,p06,robot 2,0,486,69,3,11,4
26/06/2023,12,17,caja001,57,3,k39,robot 3,0,384,387,2,5,6
26/06/2023,9,20,caja003,51,12,k06,n/a,1,109,492,6,11,5
26/06/2023,8,23,caja004,15,3,h37,robot 3,0,101,413,9,15,5
26/6/2023,13,15,caja004,48,3,m23,robot 1,2,143,463,2,2,3
26/06/2023,10,14,caja002,31,3,l38,n/a,0,475,23,6,4,3
26/06/2023,11,17,caja004,10,12,d11,robot 2,2,464,68,8,6,3
26/06/2023,6,14,caja002,82,3,i33,robot 4,2,70,171,1,8,4
26/6/2023,6,18,caja002,30,3,k08,n/a,2,265,52,1,12,4
26/06/2023,6,19,caja001,25,12,b25,robot 3,0,374,72,4,13,7
26/06/2023,11,21,caja004,18,12,b05,robot 1,n/a,257,351,4,10,8
26/06/2023,11,18,caja002,51,12,d08,robot 2,1,248,387,5,7,6
26/6/2023,9,17,caja004,4,12,h15,robot 3,0,354,352,2,8,1
26/06/2023,13,21,caja002,36,12,l14,robot 1,n/a,242,299,2,8,9
26/06/2023,7,14,caja004,28,12,f38,robot 3,0,125,244,2,7,1
26/06/2023,4,18,caja001,49,12,b40,robot 4,n/a,247,273,5,14,1
26/06/2023,10,23,caja001,69,12,j39,n/a,1,212,451,10,13,4
26/06/2023,6,19,caja002,37,3,g15,robot 3,1,267,486,4,13,5
26/06/2023,4,18,caja004,93,12,b05,robot 3,2,213,294,9,14,9
26/06/2023,10,17,caja004,14,12,c38,robot 2,1,173,304,5,7,7
26/06/2023,6,21,caja003,62,12,d32,robot 1,0,21,169,4,15,4
26/06/2023,6,18,caja001,90,3,j02,robot 3,1,190,305,3,12,6
26/06/2023,7,15,caja003,86,3,p10,robot 2,2,402,248,10,8,9
26/6/2023,6,22,caja004,6,3,p29,robot 4,1,59,244,8,16,6
26/6/2023,6,16,caja003,28,3,q28,n/a,2,4,45,5,10,10
26/6/2023,4,23,caja003,33,3,c22,n/a,1,133,40,6,19,6
